id,col_1,col_2,item_name,item_nm,item_desc,item_type_id,slot_type,item_quality,base_value,in_case,is_tradable,binds_on_purchase,is_auction,auction_baseprice,grid_count,transaction_tax_rate,max_stack_size,max_per_listing,collectible_item_type_id,skills,specified_obtain,drop_group_id,show_item,icon_path,icon_atlas,collection,rank7count,item_access,collection_coin,number,number_weight,cost,model_3D,is_show,exchangeId,is_sale,room_price
1045004,蜘蛛型自走机器人,模仿蜘蛛运动形态的多足机器人，具有极强的地形适应性，可负重爬行。用于危险环境侦察、物资运输或安装爆炸物，减少人员风险。,itemName_1045004,itemName_1045004,itemDesc_1045004,"[104,107]",33,5,82740,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1045004,iconitem104,827,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045005,便携式军用雷达,单兵即可携带和部署的小型战场监视雷达，可探测一定距离内的人员、车辆移动情况，为小分队提供周边态势感知和早期预警。,itemName_1045005,itemName_1045005,itemDesc_1045005,"[104,107]",22,5,29500,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1045005,iconitem104,295,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045006,模块化电磁突击步枪试用型,基于电磁线圈加速原理（高斯原理）的试验性步枪，通过电能驱动弹丸，无膛口焰和巨大噪声，弹速极高，代表未来单兵武器的发展方向。,itemName_1045006,itemName_1045006,itemDesc_1045006,[104],42,5,55770,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1045006,iconitem104,558,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045007,单兵水下推进器,一种帮助潜水员在水下快速移动的电动推进设备，形似小型 torpedo。能显著节省潜水员体力，延长水下作业时间，用于水下突击、侦察和救援。,itemName_1045007,itemName_1045007,itemDesc_1045007,"[104,101]",23,5,37350,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1045007,iconitem104,374,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045008,背挂式无线电干扰发生器,由单兵背负的大功率电子战设备，能对特定频段的无线电信号（如遥控引爆信号、通讯信号）进行压制和干扰，破坏敌方的指挥与控制。,itemName_1045008,itemName_1045008,itemDesc_1045008,[104],22,5,42525,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1045008,iconitem104,425,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045009,高浓缩磁暴瘫痪手雷,非致命性先进手雷，爆炸时产生强大的定向电磁脉冲，能有效瘫痪一定范围内的电子设备，如无人机、通讯器材和车辆点火系统。,itemName_1045009,itemName_1045009,itemDesc_1045009,[104],11,5,12400,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1045009,iconitem104,124,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1045010,无人作战车,融合仿生学设计的无人侦察载具，外形如猫般灵巧隐蔽，具备静音移动与实时影像回传功能，用于特种环境探测。,itemName_1045010,itemName_1045010,itemDesc_1045010,"[104,107]",43,5,93753,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1045010,iconitem104,938,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1046001,全息雷达无人机,一种集成了小型雷达和全息投影技术的先进无人机。不仅能进行三维雷达扫描探测目标，还能生成虚拟的全息影像，用于战术欺骗或信息展示。,itemName_1046001,itemName_1046001,itemDesc_1046001,"[104,107]",33,6,226800,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1046001,iconitem104,2268,0,[1002],0.0287671232876712,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046002,007同款防弹西装,源自詹姆斯·邦德电影的概念，指将高性能防弹纤维巧妙织入日常西装面料中制成的便装防弹衣，兼顾防护力与隐蔽性。,itemName_1046002,itemName_1046002,itemDesc_1046002,"[104,103,101]",23,6,199080,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,2,[0],[0],[[0]],0,[0],icon_1046002,iconitem104,1991,0,[1002],0.0252511415525114,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046003,刺猬猫·全息阅读终端,当阅读刺猬猫平台的小说作品时，可激活“次元突破”模式。书中角色将以悬浮全息形象跃出页面，在您周围演绎关键剧情片段，对话气泡实时浮现，实现真正的“打破次元壁”沉浸阅读。,itemName_1046003,itemName_1046003,itemDesc_1046003,"[107,103,101]",11,6,54300,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1046003,iconitem104,543,0,[1002],0.00688736681887367,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046004,单兵外骨骼助力系统,一种可穿戴的机电设备，通过传感器感知人体动作，提供动力辅助，能显著增强士兵的负重能力、行军速度和耐力，并减少疲劳损伤。,itemName_1046004,itemName_1046004,itemDesc_1046004,[104],34,6,305920,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1046004,iconitem104,3059,0,[1002],0.0388026382546931,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046005,名刀：菊一文字,菊一文字则宗是日本镰仓时代初期由备前国刀匠一文字则宗锻造的皇室御用太刀，其刃长78.48厘米，刀身细薄且锋刃极长，现存实物被认定为国宝级文物。,itemName_1046005,itemName_1046005,itemDesc_1046005,"[104,106]",42,6,422002,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,2,[0],[0],[[0]],0,[0],icon_1046005,iconitem104,4220,0,[1002],0.0535263825469305,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046006,高斯振动匕首,一款高科技近战武器，匕首内部装有高频率振动发生器。启动后，刀刃会产生微幅高速振动，能在接触时极大地增强其切割和穿透能力。,itemName_1046006,itemName_1046006,itemDesc_1046006,[104],21,6,531000,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1046006,iconitem104,5310,0,[1002],0.067351598173516,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046007,古剑,古代经传统锻铸工艺制成的剑具历史底蕴深厚，兼具实战兵器、礼器仪仗与文化收藏属性，彰显权贵威仪与侠义精神。,itemName_1046007,itemName_1046007,itemDesc_1046007,"[104,106]",31,6,143100,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1046007,iconitem104,1431,0,[1002],0.0181506849315068,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046008,相控阵雷达,采用相位控制阵列天线、通过电子方式控制波束指向的先进雷达系统。无需机械转动天线，即可实现超高速扫描、多目标跟踪与多功能集成。,itemName_1046008,itemName_1046008,itemDesc_1046008,[104],34,6,1003000,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1046008,iconitem104,10030,0,[1002],0.127219685438864,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1046009,激光手枪,以高能激光作为发射源、通过光束照射实现致盲或毁伤效果的定向能武器。发射无后坐力、速度极快、无需计算弹道，具备精准打击特性。,itemName_1046009,itemName_1046009,itemDesc_1046009,[104],21,6,104400,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1046009,iconitem104,1044,0,[1002],0.0132420091324201,"[0,106]","[1999999,1]",[0],Cube,1,[0],1,
1051001,沥青,一种黏稠的黑色烃类混合物，主要成分为碳氢化合物，具有良好的防水性和粘结性。常用于铺筑公路、作防水材料或防腐涂层。是石油工业的副产品，在常温下呈固态或半固态，应用广泛但价值较低。,itemName_1051001,itemName_1051001,itemDesc_1051001,"[105,108]",11,1,123,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1051001,iconitem105,1,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051002,鹅卵石,经流水长期冲刷磨圆而成的天然石子，表面光滑，大小不一。主要成分为二氧化硅，广泛用于园林铺路、庭院装饰、水景布置或作为混凝土的骨料，是常见的建筑装饰材料。,itemName_1051002,itemName_1051002,itemDesc_1051002,"[105,101,104]",11,1,146,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1051002,iconitem105,1,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051003,铁矿渣,冶炼生铁过程中产生的固体废弃物，主要含钙、硅、铝、镁的氧化物。呈多孔玻璃质结构，经过研磨处理后可作为水泥的活性混合材料，用于改善混凝土性能，实现资源再利用。,itemName_1051003,itemName_1051003,itemDesc_1051003,"[105,108]",22,1,507,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1051003,iconitem105,5,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051004,煤块,远古植物埋藏地下经历复杂生物化学和物理化学变化形成的固体可燃有机岩，主要成分为碳。是重要的化石燃料，用于发电、供暖及作为冶金工业的还原剂，有“工业粮食”之称。,itemName_1051004,itemName_1051004,itemDesc_1051004,"[105,108]",11,1,192,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1051004,iconitem105,2,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051005,铝土矿石,提炼金属铝的主要原料，其主要矿物成分为一水硬铝石、一水软铝石和三水铝石。通常呈土状、豆状或鲕状结构，需经过拜耳法处理生成氧化铝，再通过电解得到铝，是重要的工业矿石。,itemName_1051005,itemName_1051005,itemDesc_1051005,"[105,108]",22,1,345,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1051005,iconitem105,3,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051006,石灰岩,以方解石为主要成分的碳酸盐岩，常含有生物化石。呈灰色或白色，遇稀盐酸会剧烈起泡。用途极广，是制造水泥、石灰的主要原料，也可作为建筑石料或冶金熔剂，分布十分广泛。,itemName_1051006,itemName_1051006,itemDesc_1051006,"[105,108]",22,1,414,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1051006,iconitem105,4,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051007,花岗岩（毛料）,一种深层侵入的酸性火成岩，主要由石英、长石和云母组成，质地坚硬，色泽美观。毛料指开采后未经精细加工的原石，通常块度较大，可用于进一步切割成板材，是高档建筑装饰材料。,itemName_1051007,itemName_1051007,itemDesc_1051007,[105],33,1,902,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1051007,iconitem105,9,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051008,沙砾,岩石经自然风化、水流冲击形成的松散颗粒混合物，粒径介于砂与卵石之间。是混凝土制备中不可或缺的粗骨料，也常用于铺设路基、铁道路基或作为过滤材料，是基础建设重要原料。,itemName_1051008,itemName_1051008,itemDesc_1051008,"[105,108]",11,1,184,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1051008,iconitem105,2,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051009,人造玻璃,一种透明或彩色的非晶态固体材料，由石英砂等原料熔融冷却制成，硬度高透光性好，广泛用于门窗、器皿和工艺品制作。,itemName_1051009,itemName_1051009,itemDesc_1051009,"[105,101]",12,1,265,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1051009,iconitem105,3,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1051010,乳白弹珠,经典儿童游戏道具，玻璃材质温润如凝脂，花纹独特，是流行全球的怀旧玩具，承载着数代人的童年记忆。,itemName_1051010,itemName_1051010,itemDesc_1051010,"[105,101]",11,1,125,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1051010,iconitem105,1,0,[1002],0,"[0,101]","[1999999,1]",[0],Cube,1,[0],1,
1053001,大理石,一种变质岩，由石灰岩或白云岩重结晶形成，主要矿物为方解石。色泽纹理变化多端，抛光后光泽柔润。易于雕刻打磨，自古便是珍贵的建筑装饰材料和雕塑原料，如意大利卡拉拉白大理石闻名于世。,itemName_1053001,itemName_1053001,itemDesc_1053001,"[105,101]",33,3,5885,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1053001,iconitem105,59,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053002,石榴石,石榴石族矿物中常见的一种，颜色常呈褐红至深红色，因含铁铝元素而得名。硬度较高，光泽好。常用作研磨材料（砂纸），品质优良透明者也可打磨成刻面宝石，象征忠诚与友爱。,itemName_1053002,itemName_1053002,itemDesc_1053002,[105],11,3,1300,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1053002,iconitem105,13,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053003,月光石,长石族矿物的一种，以其独特的月光效应而闻名，光效弱的品种可见柔和的蓝色或白色晕彩。是六月生辰石，被视为带来好运的宝石，常被制作成弧面型首饰，充满浪漫气息。,itemName_1053003,itemName_1053003,itemDesc_1053003,[105],11,3,1530,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1053003,iconitem105,15,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053004,东陵玉原石,一种具砂金效应的石英岩，内含鳞片状铬云母矿物，在光下闪烁。通常呈绿色，也被称为“印度玉”。产量大，价格亲民，常用于制作串珠、摆件或雕刻品，是常见的玉器替代材料。,itemName_1053004,itemName_1053004,itemDesc_1053004,"[105,106]",22,3,5280,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1053004,iconitem105,53,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053005,岫岩玉原石,产自中国辽宁省岫岩的蛇纹石玉料，历史悠久，是中国四大名玉之一。质地细腻温润，颜色多为黄绿色或淡绿色。原石保留自然形态，是玉雕工艺的重要原料，适合制作各类工艺品。,itemName_1053005,itemName_1053005,itemDesc_1053005,"[105,106]",22,3,5970,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1053005,iconitem105,60,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053006,琉璃,经高温手工烧制而成的珍贵材质。原石呈现半透明质感，色彩斑斓绚丽，内部天然流纹与气泡构成独特肌理，自古用于制作珠宝、摆件等艺术品，兼具收藏与人文价值。,itemName_1053006,itemName_1053006,itemDesc_1053006,"[105,106,101]",11,3,6710,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1053006,iconitem105,67,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053007,云母碎片,云母族矿物的片状碎屑，具有极完全的底面解理，可撕成富有弹性的薄片。具有优异的绝缘性、耐热性，常用于电气工业作为绝缘材料，也用作建材填料或制造珠光颜料。,itemName_1053007,itemName_1053007,itemDesc_1053007,[105],11,3,1450,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1053007,iconitem105,15,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053008,铜矿石,含铜元素并可经济地提取出金属铜的岩石矿物集合体，常见有黄铜矿、孔雀石等。是冶炼金属铜的唯一天然来源，铜因其优良的导电性被广泛用于电线、电子和建筑工业，至关重要。,itemName_1053008,itemName_1053008,itemDesc_1053008,"[105,108]",22,3,5040,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1053008,iconitem105,50,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053009,高岭土,一种以高岭石族粘土矿物为主的软质粘土，因江西景德镇高岭山得名。色白细腻，是制造陶瓷的最主要原料，也广泛用于造纸、涂料、橡胶工业作为填料或增白剂，应用极广。,itemName_1053009,itemName_1053009,itemDesc_1053009,"[105,108]",22,3,5730,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1053009,iconitem105,57,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1053010,人造非洲之心,一种采用高温焰熔法合成的深红色刚玉宝石，模仿名钻“非洲之心”的瑰丽色泽与火彩。其硬度高、净度完美，作为平替珠宝镶嵌于饰品中，以亲民价格展现奢华气质，是理性消费者的璀璨选择。,itemName_1053010,itemName_1053010,itemDesc_1053010,"[105,103]",11,3,1780,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1053010,iconitem105,18,0,[1002],0,"[0,103]","[2999999,1]",[0],Cube,1,[0],1,
1054001,萤石晶体簇,一种成分为氟化钙的矿物，晶体常呈立方体或八面体，色彩丰富多样。在紫外线照射下常发出荧光。晶簇形态美观，是受欢迎的收藏品和装饰石，也用于冶炼作助熔剂。,itemName_1054001,itemName_1054001,itemDesc_1054001,[105],22,4,8680,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054001,iconitem105,87,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054002,孔雀石原石,一种含铜的碳酸盐矿物，颜色翠绿，表面有独特的同心环带或丝绢光泽。不透明，质地较脆。自古以来被用作颜料和装饰石材，大块原石可雕刻成精美的工艺品，色泽艳丽。,itemName_1054002,itemName_1054002,itemDesc_1054002,[105],22,4,8440,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054002,iconitem105,84,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054003,虎睛石,一种具有猫眼效应的石英变种，由青石棉被二氧化硅置换而成，呈现黄、褐、金等色调的丝绢光泽。打磨成弧面后显现灵动眼线，常用于制作手链、吊坠等饰品，寓意护身。,itemName_1054003,itemName_1054003,itemDesc_1054003,[105],12,4,6152,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,5,[0],[0],[[0]],0,[0],icon_1054003,iconitem105,62,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054004,青金石,一种不透明或微透明的蓝色宝石，主要矿物为青金石，常含黄铁矿斑点。中等品质者蓝色均匀，斑点适中。自古为名贵颜料“群青”原料，也用于制作珠宝和镶嵌画，象征权威。,itemName_1054004,itemName_1054004,itemDesc_1054004,[105],11,4,10960,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1054004,iconitem105,110,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054005,珍珠,贝类软体动物体内形成的有机宝石，主要成分为碳酸钙。由外来异物侵入蚌体，蚌体分泌珍珠层包裹而成。具有独特的温润光泽，无需打磨即可镶嵌，是六月生辰石，象征纯洁与高贵。,itemName_1054005,itemName_1054005,itemDesc_1054005,"[105,103]",11,4,4240,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1054005,iconitem105,42,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054006,琥珀,远古松科植物树脂埋藏地下经千万年石化形成的有机化石。质地轻，温润，摩擦生电。内部有时包裹有古代昆虫或植物，极为珍贵。可用于制作首饰、香料，亦被视为“时光的胶囊”。,itemName_1054006,itemName_1054006,itemDesc_1054006,"[105,106]",11,4,5160,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1054006,iconitem105,52,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054007,和田玉原石,产自中国新疆昆仑山脉的软玉，主要矿物为透闪石。质地细腻坚韧，油脂光泽强，尤以羊脂白玉为极品。原石带皮，是玉雕艺术的顶级材料，承载深厚的中华玉文化，价值连城。,itemName_1054007,itemName_1054007,itemDesc_1054007,[105],22,4,18240,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054007,iconitem105,182,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054008,翡翠原石,一种以硬玉矿物为主的多晶集合体，俗称“赌石”。外皮包裹，内部品质未知，需切割方见分晓。以其鲜艳的翠色和玻璃光泽备受推崇，是东方世界最珍视的玉石，尤其产于缅甸。,itemName_1054008,itemName_1054008,itemDesc_1054008,[105],22,4,21000,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054008,iconitem105,210,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054009,黑曜石原石,一种酸性火山熔岩快速冷却形成的天然玻璃，主要成分为二氧化硅。通常呈黑色，断口呈贝壳状，锋利。在古代被制成工具和武器，现代则用于制作装饰品、雕塑，被认为有辟邪功效。,itemName_1054009,itemName_1054009,itemDesc_1054009,[105],22,4,23760,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054009,iconitem105,238,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054010,铜矿堆,天然形成的稀有不规则金块，因外形似狗头得名，质地纯净色泽夺目，是淘金者梦寐以求的幸运象征，兼具极高收藏与科研价值。,itemName_1054010,itemName_1054010,itemDesc_1054010,[105],22,4,16520,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1054010,iconitem105,165,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1054011,1克拉钻石,钻石的重量单位，1克拉等于0.2克。钻石是自然界最硬的物质，以其极高的折射率和色散值展现耀眼的火彩。1克拉是珠宝市场中重要的分水岭，具备良好的收藏与佩戴价值。,itemName_1054011,itemName_1054011,itemDesc_1054011,"[105,103]",11,4,13000,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1054011,iconitem105,130,0,[1002],0,"[0,104]","[2999999,1]",[0],Cube,1,[0],1,
1055001,狗头金,开采后待冶炼的铜矿石集合体，多呈青绿或棕红色，是金属冶炼的基础原料，象征着工业生产的起点与财富的原始积累。,itemName_1055001,itemName_1055001,itemDesc_1055001,[105],11,5,13332,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1055001,iconitem105,133,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1055002,南洋金珠,产于白蝶贝类的一种海水珍珠，因呈现金色而得名。直径通常较大，珠层厚，光泽极强，金色由浅入深。产于东南亚及澳洲北部海域，产量稀少，是珍珠中特别名贵的品种。,itemName_1055002,itemName_1055002,itemDesc_1055002,"[105,106,103]",11,5,14520,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1055002,iconitem105,145,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1055003,孔雀石雕件,使用整块孔雀石原料雕刻而成的艺术品或摆件。工匠依其天然的绿色纹理和同心花纹进行设计，成品层次分明，色彩浓郁，兼具矿物之美与工艺之精，是高档室内装饰品。,itemName_1055003,itemName_1055003,itemDesc_1055003,"[105,106]",33,5,96768,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,1,[0],[0],[[0]],0,[0],icon_1055003,iconitem105,968,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1055004,枝状珊瑚,珊瑚虫群体分泌的碳酸钙骨骼，堆积形成树枝状形态。颜色有红、粉、白等，其中红珊瑚最为珍贵。抛光后光泽柔亮，常用于制作珠宝或整枝作为天然艺术品，需注意生态保护。,itemName_1055004,itemName_1055004,itemDesc_1055004,"[105,106]",13,5,48096,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1055004,iconitem105,481,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
1055005,玉化砗磲,砗磲贝的化石，成分已转变为蛋白石玉髓，质地如同玉石般温润通透。是有机宝石的一种，颜色洁白，有时可见金色丝晕。被视为佛教七宝之一，常用于雕刻佛珠、佛像，非常稀有。,itemName_1055005,itemName_1055005,itemDesc_1055005,"[105,106]",11,6,68400,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,10,[0],[0],[[0]],0,[0],icon_1055005,iconitem105,684,0,[1002],0.00867579908675799,"[0,105]","[1999999,1]",[0],Cube,1,[0],1,
1055006,托帕石原石,一种硅酸盐矿物，晶体通常很大，晶形完整，颜色多样如无色、蓝色、粉红等。硬度高，透明度好。是十一月生辰石，经切割打磨后制成刻面宝石，在珠宝中应用广泛。,itemName_1055006,itemName_1055006,itemDesc_1055006,[105],22,5,34408,0,1,1,0,"[10,5]",0,"[[2000,50],[4000,200],[10000,500],[999999,900]]",1,3,[0],[0],[[0]],0,[0],icon_1055006,iconitem105,344,0,[1002],0,"[0,105]","[2999999,1]",[0],Cube,1,[0],1,
