group_id,col_1,col_2,weight_type,items_list
2306,​缄默知识文库​,,1,"[[9999,2026,1,1,5500],[9999,2026,1,1,3400],[9999,2026,1,1,2300],[9999,2026,1,1,1100]]"
2307,​迪拜私享逸品柜​,,1,"[[9999,2027,1,1,5500],[9999,2027,1,1,3400],[9999,2027,1,1,2300],[9999,2027,1,1,1100]]"
2308,​保税实验室原料柜​,,1,"[[9999,2028,1,1,5500],[9999,2028,1,1,3400],[9999,2028,1,1,2300],[9999,2028,1,1,1100]]"
2309,​注册私人军事物资​,,1,"[[9999,2029,1,1,5500],[9999,2029,1,1,3400],[9999,2029,1,1,2300],[9999,2029,1,1,1100]]"
2310,​亚洲电竞狂欢箱​,,1,"[[9999,2030,1,1,5500],[9999,2030,1,1,3400],[9999,2030,1,1,2300],[9999,2030,1,1,1100]]"
2401,​谜之公馆​,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
2402,​设计师遗作​,,1,"[[9999,2032,1,1,5750],[9999,2032,1,1,3600],[9999,2032,1,1,2400],[9999,2032,1,1,1150]]"
2403,​科技新贵密室​,,1,"[[9999,2033,1,1,5750],[9999,2033,1,1,3600],[9999,2033,1,1,2400],[9999,2033,1,1,1150]]"
2404,​养生专家私邸​,,1,"[[9999,2034,1,1,5750],[9999,2034,1,1,3600],[9999,2034,1,1,2400],[9999,2034,1,1,1150]]"
2405,​世家望族故居​,,1,"[[9999,2035,1,1,5750],[9999,2035,1,1,3600],[9999,2035,1,1,2400],[9999,2035,1,1,1150]]"
2406,​学者书斋​,,1,"[[9999,2036,1,1,5750],[9999,2036,1,1,3600],[9999,2036,1,1,2400],[9999,2036,1,1,1150]]"
2407,​隐秘金库​,,1,"[[9999,2037,1,1,5750],[9999,2037,1,1,3600],[9999,2037,1,1,2400],[9999,2037,1,1,1150]]"
2408,​私人疗养院​,,1,"[[9999,2038,1,1,5750],[9999,2038,1,1,3600],[9999,2038,1,1,2400],[9999,2038,1,1,1150]]"
2409,​安全狂宅邸​,,1,"[[9999,2039,1,1,5750],[9999,2039,1,1,3600],[9999,2039,1,1,2400],[9999,2039,1,1,1150]]"
2410,​极客梦幻屋​,,1,"[[9999,2040,1,1,5750],[9999,2040,1,1,3600],[9999,2040,1,1,2400],[9999,2040,1,1,1150]]"
2501,​混沌残骸​,,1,"[[9999,2041,1,1,6000],[9999,2041,1,1,3800],[9999,2041,1,1,2550],[9999,2041,1,1,1200]]"
2502,​远洋客轮舱房​,,1,"[[9999,2042,1,1,6000],[9999,2042,1,1,3800],[9999,2042,1,1,2550],[9999,2042,1,1,1200]]"
2503,​军用舰艇保险库​,,1,"[[9999,2043,1,1,6000],[9999,2043,1,1,3800],[9999,2043,1,1,2550],[9999,2043,1,1,1200]]"
2504,​冷链货船隔离舱​,,1,"[[9999,2044,1,1,6000],[9999,2044,1,1,3800],[9999,2044,1,1,2550],[9999,2044,1,1,1200]]"
2505,​殖民商船宝库​,,1,"[[9999,2045,1,1,6000],[9999,2045,1,1,3800],[9999,2045,1,1,2550],[9999,2045,1,1,1200]]"
2506,​探险家座舰资料库​,,1,"[[9999,2046,1,1,6000],[9999,2046,1,1,3800],[9999,2046,1,1,2550],[9999,2046,1,1,1200]]"
2507,​皇家御用货舱​,,1,"[[9999,2047,1,1,6000],[9999,2047,1,1,3800],[9999,2047,1,1,2550],[9999,2047,1,1,1200]]"
2508,​生物实验室样本库​,,1,"[[9999,2048,1,1,6000],[9999,2048,1,1,3800],[9999,2048,1,1,2550],[9999,2048,1,1,1200]]"
2509,​私掠船军火舱​,,1,"[[9999,2049,1,1,6000],[9999,2049,1,1,3800],[9999,2049,1,1,2550],[9999,2049,1,1,1200]]"
2510,​现代货轮娱乐库​,,1,"[[9999,2050,1,1,6000],[9999,2050,1,1,3800],[9999,2050,1,1,2550],[9999,2050,1,1,1200]]"
5601,百物杂拍,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5602,居家陈设,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5603,秘药器械,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5604,奢品风尚,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5605,军械私拍,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5606,珍宝原石,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5607,古董珍玩,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5608,尖端数码,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5609,载具器械,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5610,珍馐食材,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
5611,翰墨典藏,,1,"[[9999,2031,1,1,5750],[9999,2031,1,1,3600],[9999,2031,1,1,2400],[9999,2031,1,1,1150]]"
201011,角色101AI道具使用1地图,,2,"[[11,100101,1,1,500],[11,100102,1,1,200],[11,100104,1,1,2000],[11,100105,1,1,500],[11,100106,1,1,200],[11,100110,1,1,2000],[11,100111,1,1,500],[11,100112,1,1,333],[11,100113,1,1,200],[11,100116,1,1,2000],[11,100117,1,1,500],[11,100118,1,1,200],[11,100119,1,1,50],[11,100122,1,1,1000],[11,100123,1,1,500],[11,100124,1,1,200],[11,100125,1,1,50],[11,100128,1,1,2000],[11,100129,1,1,667],[11,100130,1,1,200],[11,100131,1,1,67],[11,100132,1,1,33],[11,100135,1,1,2000],[11,100136,1,1,667],[11,100137,1,1,200],[11,100138,1,1,67],[11,100156,1,1,200],[11,100165,1,1,667],[11,100166,1,1,333],[11,100167,1,1,200],[11,100168,1,1,200]]"
201012,角色101AI道具使用2地图,,2,"[[11,100101,1,1,600],[11,100102,1,1,250],[11,100104,1,1,1900],[11,100105,1,1,600],[11,100106,1,1,250],[11,100110,1,1,1900],[11,100111,1,1,600],[11,100112,1,1,400],[11,100113,1,1,250],[11,100116,1,1,1900],[11,100117,1,1,600],[11,100118,1,1,250],[11,100119,1,1,60],[11,100122,1,1,980],[11,100123,1,1,600],[11,100124,1,1,250],[11,100125,1,1,60],[11,100128,1,1,1900],[11,100129,1,1,800],[11,100130,1,1,250],[11,100131,1,1,75],[11,100132,1,1,40],[11,100135,1,1,1900],[11,100136,1,1,800],[11,100137,1,1,250],[11,100138,1,1,75],[11,100156,1,1,250],[11,100165,1,1,750],[11,100166,1,1,400],[11,100167,1,1,250],[11,100168,1,1,250]]"
201013,角色101AI道具使用3地图,,2,"[[11,100101,1,1,700],[11,100102,1,1,300],[11,100104,1,1,1800],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,70],[11,100110,1,1,1800],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100115,1,1,70],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100122,1,1,960],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,70],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,50],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100156,1,1,300],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,70],[11,100170,1,1,70],[11,100171,1,1,70],[11,100172,1,1,70],[11,100173,1,1,70]]"
201014,角色101AI道具使用4地图,,2,"[[11,100100,1,1,30],[11,100101,1,1,800],[11,100102,1,1,350],[11,100103,1,1,30],[11,100104,1,1,1700],[11,100105,1,1,800],[11,100106,1,1,350],[11,100107,1,1,80],[11,100108,1,1,30],[11,100110,1,1,1700],[11,100111,1,1,800],[11,100112,1,1,600],[11,100113,1,1,350],[11,100114,1,1,30],[11,100115,1,1,80],[11,100116,1,1,1700],[11,100117,1,1,800],[11,100118,1,1,350],[11,100119,1,1,80],[11,100120,1,1,30],[11,100122,1,1,940],[11,100123,1,1,800],[11,100124,1,1,350],[11,100125,1,1,80],[11,100128,1,1,1700],[11,100129,1,1,1100],[11,100130,1,1,350],[11,100131,1,1,105],[11,100132,1,1,60],[11,100135,1,1,1700],[11,100136,1,1,1100],[11,100137,1,1,350],[11,100138,1,1,105],[11,100139,1,1,30],[11,100156,1,1,350],[11,100161,1,1,100],[11,100162,1,1,100],[11,100163,1,1,80],[11,100164,1,1,60],[11,100165,1,1,1100],[11,100166,1,1,600],[11,100167,1,1,350],[11,100168,1,1,350],[11,100169,1,1,80],[11,100170,1,1,80],[11,100171,1,1,80],[11,100172,1,1,80],[11,100173,1,1,80]]"
201015,角色101AI道具使用5地图,,2,"[[11,100100,1,1,50],[11,100101,1,1,700],[11,100102,1,1,300],[11,100103,1,1,50],[11,100104,1,1,1600],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,100],[11,100108,1,1,50],[11,100110,1,1,1600],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100114,1,1,50],[11,100115,1,1,100],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100120,1,1,50],[11,100121,1,1,10],[11,100122,1,1,900],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,100],[11,100126,1,1,20],[11,100127,1,1,5],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,80],[11,100133,1,1,30],[11,100134,1,1,20],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100139,1,1,50],[11,100140,1,1,30],[11,100156,1,1,400],[11,100161,1,1,120],[11,100162,1,1,120],[11,100163,1,1,100],[11,100164,1,1,90],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,100],[11,100170,1,1,100],[11,100171,1,1,100],[11,100172,1,1,100],[11,100173,1,1,100]]"
201021,角色102AI道具使用1地图,,2,"[[11,100104,1,1,2000],[11,100105,1,1,500],[11,100106,1,1,200],[11,100110,1,1,2000],[11,100111,1,1,500],[11,100112,1,1,333],[11,100113,1,1,200],[11,100116,1,1,2000],[11,100117,1,1,500],[11,100118,1,1,200],[11,100119,1,1,50],[11,100122,1,1,1000],[11,100123,1,1,500],[11,100124,1,1,200],[11,100125,1,1,50],[11,100128,1,1,2000],[11,100129,1,1,667],[11,100130,1,1,200],[11,100131,1,1,67],[11,100132,1,1,33],[11,100135,1,1,2000],[11,100136,1,1,667],[11,100137,1,1,200],[11,100138,1,1,67],[11,100165,1,1,667],[11,100166,1,1,333],[11,100167,1,1,200],[11,100168,1,1,200]]"
201022,角色102AI道具使用2地图,,2,"[[11,100104,1,1,1900],[11,100105,1,1,600],[11,100106,1,1,250],[11,100110,1,1,1900],[11,100111,1,1,600],[11,100112,1,1,400],[11,100113,1,1,250],[11,100116,1,1,1900],[11,100117,1,1,600],[11,100118,1,1,250],[11,100119,1,1,60],[11,100122,1,1,980],[11,100123,1,1,600],[11,100124,1,1,250],[11,100125,1,1,60],[11,100128,1,1,1900],[11,100129,1,1,800],[11,100130,1,1,250],[11,100131,1,1,75],[11,100132,1,1,40],[11,100135,1,1,1900],[11,100136,1,1,800],[11,100137,1,1,250],[11,100138,1,1,75],[11,100165,1,1,750],[11,100166,1,1,400],[11,100167,1,1,250],[11,100168,1,1,250]]"
201023,角色102AI道具使用3地图,,2,"[[11,100104,1,1,1800],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,70],[11,100110,1,1,1800],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100115,1,1,70],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100122,1,1,960],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,70],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,50],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,70],[11,100170,1,1,70],[11,100171,1,1,70],[11,100172,1,1,70],[11,100173,1,1,70]]"
201024,角色102AI道具使用4地图,,2,"[[11,100103,1,1,30],[11,100104,1,1,1700],[11,100105,1,1,800],[11,100106,1,1,350],[11,100107,1,1,80],[11,100108,1,1,30],[11,100110,1,1,1700],[11,100111,1,1,800],[11,100112,1,1,600],[11,100113,1,1,350],[11,100114,1,1,30],[11,100115,1,1,80],[11,100116,1,1,1700],[11,100117,1,1,800],[11,100118,1,1,350],[11,100119,1,1,80],[11,100120,1,1,30],[11,100122,1,1,940],[11,100123,1,1,800],[11,100124,1,1,350],[11,100125,1,1,80],[11,100128,1,1,1700],[11,100129,1,1,1100],[11,100130,1,1,350],[11,100131,1,1,105],[11,100132,1,1,60],[11,100135,1,1,1700],[11,100136,1,1,1100],[11,100137,1,1,350],[11,100138,1,1,105],[11,100139,1,1,30],[11,100161,1,1,100],[11,100162,1,1,100],[11,100163,1,1,80],[11,100164,1,1,60],[11,100165,1,1,1100],[11,100166,1,1,600],[11,100167,1,1,350],[11,100168,1,1,350],[11,100169,1,1,80],[11,100170,1,1,80],[11,100171,1,1,80],[11,100172,1,1,80],[11,100173,1,1,80]]"
201025,角色102AI道具使用5地图,,2,"[[11,100103,1,1,50],[11,100104,1,1,1600],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,100],[11,100108,1,1,50],[11,100110,1,1,1600],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100114,1,1,50],[11,100115,1,1,100],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100120,1,1,50],[11,100121,1,1,10],[11,100122,1,1,900],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,100],[11,100126,1,1,20],[11,100127,1,1,5],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,80],[11,100133,1,1,30],[11,100134,1,1,20],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100139,1,1,50],[11,100140,1,1,30],[11,100161,1,1,120],[11,100162,1,1,120],[11,100163,1,1,100],[11,100164,1,1,90],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,100],[11,100170,1,1,100],[11,100171,1,1,100],[11,100172,1,1,100],[11,100173,1,1,100]]"
201031,角色103AI道具使用1地图,,2,"[[11,100101,1,1,500],[11,100102,1,1,200],[11,100104,1,1,2000],[11,100105,1,1,500],[11,100106,1,1,200],[11,100110,1,1,2000],[11,100111,1,1,500],[11,100112,1,1,333],[11,100113,1,1,200],[11,100116,1,1,2000],[11,100117,1,1,500],[11,100118,1,1,200],[11,100119,1,1,50],[11,100122,1,1,1000],[11,100123,1,1,500],[11,100124,1,1,200],[11,100125,1,1,50],[11,100128,1,1,2000],[11,100129,1,1,667],[11,100130,1,1,200],[11,100131,1,1,67],[11,100132,1,1,33],[11,100135,1,1,2000],[11,100136,1,1,667],[11,100137,1,1,200],[11,100138,1,1,67],[11,100151,1,1,200],[11,100152,1,1,200],[11,100153,1,1,200],[11,100154,1,1,200],[11,100155,1,1,200],[11,100156,1,1,200],[11,100157,1,1,200],[11,100158,1,1,200],[11,100159,1,1,200],[11,100160,1,1,200],[11,100165,1,1,667],[11,100166,1,1,333],[11,100167,1,1,200],[11,100168,1,1,200]]"
201032,角色103AI道具使用2地图,,2,"[[11,100101,1,1,600],[11,100102,1,1,250],[11,100104,1,1,1900],[11,100105,1,1,600],[11,100106,1,1,250],[11,100110,1,1,1900],[11,100111,1,1,600],[11,100112,1,1,400],[11,100113,1,1,250],[11,100116,1,1,1900],[11,100117,1,1,600],[11,100118,1,1,250],[11,100119,1,1,60],[11,100122,1,1,980],[11,100123,1,1,600],[11,100124,1,1,250],[11,100125,1,1,60],[11,100128,1,1,1900],[11,100129,1,1,800],[11,100130,1,1,250],[11,100131,1,1,75],[11,100132,1,1,40],[11,100135,1,1,1900],[11,100136,1,1,800],[11,100137,1,1,250],[11,100138,1,1,75],[11,100151,1,1,250],[11,100152,1,1,250],[11,100153,1,1,250],[11,100154,1,1,250],[11,100155,1,1,250],[11,100156,1,1,250],[11,100157,1,1,250],[11,100158,1,1,250],[11,100159,1,1,250],[11,100160,1,1,250],[11,100165,1,1,750],[11,100166,1,1,400],[11,100167,1,1,250],[11,100168,1,1,250]]"
201033,角色103AI道具使用3地图,,2,"[[11,100101,1,1,700],[11,100102,1,1,300],[11,100104,1,1,1800],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,70],[11,100110,1,1,1800],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100115,1,1,70],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100122,1,1,960],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,70],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,50],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100151,1,1,300],[11,100152,1,1,300],[11,100153,1,1,300],[11,100154,1,1,300],[11,100155,1,1,300],[11,100156,1,1,300],[11,100157,1,1,300],[11,100158,1,1,300],[11,100159,1,1,300],[11,100160,1,1,300],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,70],[11,100170,1,1,70],[11,100171,1,1,70],[11,100172,1,1,70],[11,100173,1,1,70]]"
201034,角色103AI道具使用4地图,,2,"[[11,100100,1,1,30],[11,100101,1,1,800],[11,100102,1,1,350],[11,100103,1,1,30],[11,100104,1,1,1700],[11,100105,1,1,800],[11,100106,1,1,350],[11,100107,1,1,80],[11,100108,1,1,30],[11,100110,1,1,1700],[11,100111,1,1,800],[11,100112,1,1,600],[11,100113,1,1,350],[11,100114,1,1,30],[11,100115,1,1,80],[11,100116,1,1,1700],[11,100117,1,1,800],[11,100118,1,1,350],[11,100119,1,1,80],[11,100120,1,1,30],[11,100122,1,1,940],[11,100123,1,1,800],[11,100124,1,1,350],[11,100125,1,1,80],[11,100128,1,1,1700],[11,100129,1,1,1100],[11,100130,1,1,350],[11,100131,1,1,105],[11,100132,1,1,60],[11,100135,1,1,1700],[11,100136,1,1,1100],[11,100137,1,1,350],[11,100138,1,1,105],[11,100139,1,1,30],[11,100151,1,1,350],[11,100152,1,1,350],[11,100153,1,1,350],[11,100154,1,1,350],[11,100155,1,1,350],[11,100156,1,1,350],[11,100157,1,1,350],[11,100158,1,1,350],[11,100159,1,1,350],[11,100160,1,1,350],[11,100161,1,1,100],[11,100162,1,1,100],[11,100163,1,1,80],[11,100164,1,1,60],[11,100165,1,1,1100],[11,100166,1,1,600],[11,100167,1,1,350],[11,100168,1,1,350],[11,100169,1,1,80],[11,100170,1,1,80],[11,100171,1,1,80],[11,100172,1,1,80],[11,100173,1,1,80]]"
201035,角色103AI道具使用5地图,,2,"[[11,100100,1,1,50],[11,100101,1,1,700],[11,100102,1,1,300],[11,100103,1,1,50],[11,100104,1,1,1600],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,100],[11,100108,1,1,50],[11,100110,1,1,1600],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100114,1,1,50],[11,100115,1,1,100],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100120,1,1,50],[11,100121,1,1,10],[11,100122,1,1,900],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,100],[11,100126,1,1,20],[11,100127,1,1,5],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,80],[11,100133,1,1,30],[11,100134,1,1,20],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100139,1,1,50],[11,100140,1,1,30],[11,100151,1,1,300],[11,100152,1,1,300],[11,100153,1,1,300],[11,100154,1,1,300],[11,100155,1,1,300],[11,100156,1,1,300],[11,100157,1,1,300],[11,100158,1,1,300],[11,100159,1,1,300],[11,100160,1,1,300],[11,100161,1,1,120],[11,100162,1,1,120],[11,100163,1,1,100],[11,100164,1,1,90],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,100],[11,100170,1,1,100],[11,100171,1,1,100],[11,100172,1,1,100],[11,100173,1,1,100]]"
201041,角色104AI道具使用1地图,,2,"[[11,100101,1,1,500],[11,100102,1,1,200],[11,100104,1,1,2000],[11,100105,1,1,500],[11,100106,1,1,200],[11,100110,1,1,2000],[11,100111,1,1,500],[11,100112,1,1,333],[11,100113,1,1,200],[11,100116,1,1,2000],[11,100117,1,1,500],[11,100118,1,1,200],[11,100119,1,1,50],[11,100122,1,1,1000],[11,100123,1,1,500],[11,100124,1,1,200],[11,100125,1,1,50],[11,100128,1,1,2000],[11,100129,1,1,667],[11,100130,1,1,200],[11,100131,1,1,67],[11,100132,1,1,33],[11,100135,1,1,2000],[11,100136,1,1,667],[11,100137,1,1,200],[11,100138,1,1,67],[11,100151,1,1,200],[11,100152,1,1,200],[11,100153,1,1,200],[11,100154,1,1,200],[11,100155,1,1,200],[11,100156,1,1,200],[11,100157,1,1,200],[11,100158,1,1,200],[11,100159,1,1,200],[11,100160,1,1,200],[11,100165,1,1,667],[11,100166,1,1,333],[11,100167,1,1,200],[11,100168,1,1,200]]"
201042,角色104AI道具使用2地图,,2,"[[11,100101,1,1,600],[11,100102,1,1,250],[11,100104,1,1,1900],[11,100105,1,1,600],[11,100106,1,1,250],[11,100110,1,1,1900],[11,100111,1,1,600],[11,100112,1,1,400],[11,100113,1,1,250],[11,100116,1,1,1900],[11,100117,1,1,600],[11,100118,1,1,250],[11,100119,1,1,60],[11,100122,1,1,980],[11,100123,1,1,600],[11,100124,1,1,250],[11,100125,1,1,60],[11,100128,1,1,1900],[11,100129,1,1,800],[11,100130,1,1,250],[11,100131,1,1,75],[11,100132,1,1,40],[11,100135,1,1,1900],[11,100136,1,1,800],[11,100137,1,1,250],[11,100138,1,1,75],[11,100151,1,1,250],[11,100152,1,1,250],[11,100153,1,1,250],[11,100154,1,1,250],[11,100155,1,1,250],[11,100156,1,1,250],[11,100157,1,1,250],[11,100158,1,1,250],[11,100159,1,1,250],[11,100160,1,1,250],[11,100165,1,1,750],[11,100166,1,1,400],[11,100167,1,1,250],[11,100168,1,1,250]]"
201043,角色104AI道具使用3地图,,2,"[[11,100101,1,1,700],[11,100102,1,1,300],[11,100104,1,1,1800],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,70],[11,100110,1,1,1800],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100115,1,1,70],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100122,1,1,960],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,70],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,50],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100151,1,1,300],[11,100152,1,1,300],[11,100153,1,1,300],[11,100154,1,1,300],[11,100155,1,1,300],[11,100156,1,1,300],[11,100157,1,1,300],[11,100158,1,1,300],[11,100159,1,1,300],[11,100160,1,1,300],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,70],[11,100170,1,1,70],[11,100171,1,1,70],[11,100172,1,1,70],[11,100173,1,1,70]]"
201044,角色104AI道具使用4地图,,2,"[[11,100100,1,1,30],[11,100101,1,1,800],[11,100102,1,1,350],[11,100103,1,1,30],[11,100104,1,1,1700],[11,100105,1,1,800],[11,100106,1,1,350],[11,100107,1,1,80],[11,100108,1,1,30],[11,100110,1,1,1700],[11,100111,1,1,800],[11,100112,1,1,600],[11,100113,1,1,350],[11,100114,1,1,30],[11,100115,1,1,80],[11,100116,1,1,1700],[11,100117,1,1,800],[11,100118,1,1,350],[11,100119,1,1,80],[11,100120,1,1,30],[11,100122,1,1,940],[11,100123,1,1,800],[11,100124,1,1,350],[11,100125,1,1,80],[11,100128,1,1,1700],[11,100129,1,1,1100],[11,100130,1,1,350],[11,100131,1,1,105],[11,100132,1,1,60],[11,100135,1,1,1700],[11,100136,1,1,1100],[11,100137,1,1,350],[11,100138,1,1,105],[11,100139,1,1,30],[11,100151,1,1,350],[11,100152,1,1,350],[11,100153,1,1,350],[11,100154,1,1,350],[11,100155,1,1,350],[11,100156,1,1,350],[11,100157,1,1,350],[11,100158,1,1,350],[11,100159,1,1,350],[11,100160,1,1,350],[11,100161,1,1,100],[11,100162,1,1,100],[11,100163,1,1,80],[11,100164,1,1,60],[11,100165,1,1,1100],[11,100166,1,1,600],[11,100167,1,1,350],[11,100168,1,1,350],[11,100169,1,1,80],[11,100170,1,1,80],[11,100171,1,1,80],[11,100172,1,1,80],[11,100173,1,1,80]]"
201045,角色104AI道具使用5地图,,2,"[[11,100100,1,1,50],[11,100101,1,1,700],[11,100102,1,1,300],[11,100103,1,1,50],[11,100104,1,1,1600],[11,100105,1,1,700],[11,100106,1,1,300],[11,100107,1,1,100],[11,100108,1,1,50],[11,100110,1,1,1600],[11,100111,1,1,700],[11,100112,1,1,500],[11,100113,1,1,300],[11,100114,1,1,50],[11,100115,1,1,100],[11,100116,1,1,1800],[11,100117,1,1,700],[11,100118,1,1,300],[11,100119,1,1,70],[11,100120,1,1,50],[11,100121,1,1,10],[11,100122,1,1,900],[11,100123,1,1,700],[11,100124,1,1,300],[11,100125,1,1,100],[11,100126,1,1,20],[11,100127,1,1,5],[11,100128,1,1,1800],[11,100129,1,1,950],[11,100130,1,1,300],[11,100131,1,1,90],[11,100132,1,1,80],[11,100133,1,1,30],[11,100134,1,1,20],[11,100135,1,1,1800],[11,100136,1,1,950],[11,100137,1,1,300],[11,100138,1,1,90],[11,100139,1,1,50],[11,100140,1,1,30],[11,100151,1,1,300],[11,100152,1,1,300],[11,100153,1,1,300],[11,100154,1,1,300],[11,100155,1,1,300],[11,100156,1,1,300],[11,100157,1,1,300],[11,100158,1,1,300],[11,100159,1,1,300],[11,100160,1,1,300],[11,100161,1,1,120],[11,100162,1,1,120],[11,100163,1,1,100],[11,100164,1,1,90],[11,100165,1,1,900],[11,100166,1,1,500],[11,100167,1,1,300],[11,100168,1,1,300],[11,100169,1,1,100],[11,100170,1,1,100],[11,100171,1,1,100],[11,100172,1,1,100],[11,100173,1,1,100]]"
